gene id,gene name,mcf7_sicbx2_3_rep1,mcf7_sicbx2_3_rep2,mcf7_sicbx2_3_rep3,mcf7_siscr_rep1,mcf7_siscr_rep2,mcf7_siscr_rep3
ENSG00000000460.17,C1orf112,4.86484,3.76525,6.909416186,10.7743198,9.559522,9.7950516
ENSG00000001461.17,NIPAL3,4.3498129,4.6830066,7.0668759,8.0541107,7.4196885,7.091946
ENSG00000001497.16,LAS1L,21.239638,22.869345,21.838818,29.685883,28.230729,28.48364
ENSG00000001617.12,SEMA3F,27.9707153,32.361174,48.245653,47.57355,52.666296,50.331216
ENSG00000002330.13,BAD,60.872755,57.468509,89.587181,89.633223,105.29752,88.922745
ENSG00000002549.12,LAP3,92.2708822,97.2259223,206.04947,51.2205416,44.881715,78.496515
ENSG00000002834.18,LASP1,74.464441,81.844938,81.463441,131.476414,117.987829,112.0447903
ENSG00000003096.14,KLHL13,0.975967248,0.735622,0.645526111,1.146017,1.208149747,1.291297
ENSG00000003147.19,ICA1,98.532347,105.653429,94.291318,42.4525438,44.89042846,50.361219
ENSG00000003436.16,TFPI,10.598375,10.388587,7.03457,3.649087,3.877230003,3.707651
ENSG00000003987.14,MTMR7,1.42263,1.7794186,1.093791,2.7547919,3.231477,2.4124193
ENSG00000004399.12,PLXND1,13.992711,12.83825319,21.342318,20.60535,24.114712,28.897624
ENSG00000004455.16,AK2,79.3808184,76.8204272,96.636206,121.3910282,129.460088,130.623765
ENSG00000004700.16,RECQL,11.959156,9.256174,8.748159,16.446264,16.722213,13.829404
ENSG00000004777.18,ARHGAP33,22.66062,18.569911,25.194262,12.531634,13.436615,10.682074
ENSG00000004838.14,ZMYND10,7.9322742,7.461003,6.406869,0.470317,0.2114602,0.047412266
ENSG00000004848.8,ARX,5.61509,8.293635,3.12466,1.432,1.35151,1.43803
ENSG00000004975.12,DVL2,25.106194,27.811801,40.957431,13.06097,13.228573,13.6965471
ENSG00000005022.6,SLC25A5,381.91885,386.05001,319.3248,580.383898,609.29343,501.25108
ENSG00000005059.16,MCUB,26.165313,23.926698,30.961043,35.055751,42.954101,36.242762
ENSG00000005100.13,DHX33,3.3911674,3.757249003,3.8351674,9.8350122,10.704515,9.175917
ENSG00000005108.16,THSD7A,0.058035944,0.067939647,0.064274216,0,0,0
ENSG00000005189.19,REXO5,4.495127,4.2305059,4.194942,8.435006,11.3851546,9.777406
ENSG00000005206.17,SPPL2B,59.952772,73.00062,96.29891,39.724593,37.5126903,47.126467
ENSG00000005238.19,FAM214B,3.5870414,4.1799417,6.7010126,8.0988887,7.1966304,11.24277812
ENSG00000005243.10,COPZ2,5.062609,4.834448,6.629328,0.4438765,2.096113,1.2686601
ENSG00000005436.13,GCFC2,10.231928,12.345266,8.2076637,12.446372,17.0048531,15.070207
ENSG00000005469.11,CROT,21.292749,19.821075,16.357555,29.393473,27.610541,25.679759
ENSG00000005513.10,SOX8,0.4161164,0.481823,0.5342504,0.787156,0.767154,0.981225
ENSG00000006047.13,YBX2,3.706824,2.799032,4.388637,17.110034,21.524678,18.795472
ENSG00000006118.14,TMEM132A,360.185774,373.244673,603.923854,203.4579,200.003673,337.22473
ENSG00000006283.18,CACNA1G,0.08669738,0.054555557,0.461394171,1.40237344,1.408796992,2.045967084
ENSG00000006327.13,TNFRSF12A,499.03699,572.64979,443.497606,232.364024,230.23307,195.55099
ENSG00000006625.18,GGCT,169.570554,145.140376,128.1598,223.41166,238.795701,213.09295
ENSG00000006634.8,DBF4,26.472292,25.521708,18.432237,61.98349,57.451338,42.177236
ENSG00000006695.11,COX10,11.08651,11.842516,12.99541,21.2928,21.1901,18.53824
ENSG00000006712.15,PAF1,82.029667,97.335614,101.020056,46.741493,48.731324,50.807581
ENSG00000006756.16,ARSD,70.615453,75.401157,52.449267,28.3933583,28.147801,29.333439
ENSG00000006757.12,PNPLA4,10.75429,9.318371,11.9089675,6.306509,5.098054,4.962922
ENSG00000007047.15,MARK4,23.8534,22.9728453,49.5774284,18.923303,14.446432,20.148396
ENSG00000007062.11,PROM1,1.151198,1.070196,0.841639,0.0840593,0.08025762,0.2157429
ENSG00000007264.15,MATK,9.270828,9.429982,9.969237,13.904659,18.109339,16.186736
ENSG00000007541.16,PIGQ,99.244672,107.224912,129.924795,40.701052,50.305507,53.704321
ENSG00000007968.7,E2F2,0.519789,0.387949,0.483528,1.55685,2.1124017,1.48884
ENSG00000008277.14,ADAM22,5.6636911,5.006141,4.328162,1.9975563,2.868636,2.0363536
ENSG00000008282.8,SYPL1,118.033656,120.80788,99.136181,156.942232,155.243494,142.486189
ENSG00000008300.17,CELSR3,5.345644,6.162735,7.12024,2.661802,3.395245,2.76316
ENSG00000008311.15,AASS,1.552869,2.5368698,0.60089804,0.1777804,0.2314104,0.1789159
ENSG00000008323.15,PLEKHG6,7.55604,9.061126,16.704579,20.305163,20.2795405,22.992805
ENSG00000008513.16,ST3GAL1,34.446243,39.518055,40.135568,54.635827,40.909867,54.909011
ENSG00000008735.14,MAPK8IP2,6.94431,5.85154,18.0329805,1.75016,1.5692,3.21032
ENSG00000008838.20,MED24,21.0257172,17.99912,29.278448,21.6327453,25.748384,43.7585262
ENSG00000008988.9,RPS20,1428.641959,1353.925047,1240.09314,1882.144194,1897.937527,1988.923138
ENSG00000009335.18,UBE3C,43.0850714,39.027323,37.127105,97.081925,89.369868,86.252499
ENSG00000009765.14,IYD,1.0801039,2.62593,2.2610239,0.2948886,0.5682895,0.2186663
ENSG00000009830.11,POMT2,71.911903,106.523285,52.273691,21.933205,23.636486,23.339708
ENSG00000010278.14,CD9,294.814614,282.993343,205.2557186,620.0158632,586.801518,451.7466813
ENSG00000010292.13,NCAPD2,35.588596,34.475337,26.103545,48.2440905,46.954158,42.229456
ENSG00000010322.16,NISCH,26.081362,29.075908,39.522232,12.771378,11.370849,14.091787
ENSG00000010539.11,ZNF200,11.2581179,11.9668954,13.780702,6.53818261,5.846149,7.5295279
ENSG00000010626.15,LRRC23,10.471771,12.180492,9.652903,1.453916,2.1773707,1.285601
ENSG00000010803.16,SCMH1,3.316206,3.8849774,6.151427409,6.84951,6.821991,6.424182
ENSG00000010810.17,FYN,10.754636,13.1002383,21.828226,3.72164229,4.0179013,7.495701931
ENSG00000010932.17,FMO1,0.552477353,1.43592597,1.554855293,0.022145406,0,0.14528
ENSG00000011009.11,LYPLA2,100.291528,120.089947,145.384868,60.477477,69.262905,75.785735
ENSG00000011028.14,AC080038.1,32.553386,36.058958,36.786103,5.150102,5.820934,9.449384
ENSG00000011052.21,NME1-NME2,12.9758,11.4695,7.87765,18.5906,19.6318,20.347
ENSG00000011332.19,DPF1,1.3162604,1.421042,3.35128834,3.436892,3.7633502,2.934708302
ENSG00000011426.11,ANLN,5.180116,3.9263099,2.543724981,46.424094,47.1980761,33.890458
ENSG00000011590.14,ZBTB32,1.3146598,3.932269,1.238361,0.533811,0.2610027,0.453727
ENSG00000012048.22,BRCA1,8.8164962,6.0117029,5.378853163,11.24949028,9.533545871,10.15873382
ENSG00000012061.15,ERCC1,32.936752,36.452458,38.469252,19.689198,20.222227,20.956876
ENSG00000012171.19,SEMA3B,10.88650111,11.174184,15.980427,23.132032,28.448148,27.567984
ENSG00000012822.16,CALCOCO1,27.1011167,38.2889331,46.6701986,15.7176778,16.0079962,24.7213741
ENSG00000013288.8,MAN2B2,15.847631,14.1751,15.457296,6.723592,7.131444,7.46806
ENSG00000013374.16,NUB1,26.31758444,26.991467,32.7775797,48.033307,43.380435,52.5544629
ENSG00000013375.16,PGM3,56.8961687,58.566431,47.327292,32.4875485,25.6637211,28.8245739
ENSG00000013392.8,RWDD2A,9.22244,9.71249,8.84409,3.67647,3.33057,4.21579
ENSG00000013441.16,CLK1,32.309115,22.467076,32.347846,37.263764,38.350227,48.516905
ENSG00000013503.10,POLR3B,7.083748,10.78994,6.09628,12.23001,11.05465,10.51844
ENSG00000013563.14,DNASE1L1,88.26479,95.37997,84.77026,29.770984,29.44511,29.823934
ENSG00000013573.17,DDX11,20.122478,24.692071,26.062587,41.495226,46.252666,35.140677
ENSG00000013583.10,HEBP1,24.29606,18.459366,22.91422,69.4512282,64.174141,52.331035
ENSG00000013588.8,GPRC5A,81.74979,102.634534,103.1212,135.656657,117.456821,140.386111
ENSG00000013619.14,MAMLD1,1.502569,1.120078,2.3630239,4.237565,2.872754,4.763982
ENSG00000013810.19,TACC3,30.12935,32.424282,28.155558,43.5126421,46.9178527,38.437611
ENSG00000014123.10,UFL1,37.067678,41.26817,25.98274,19.28859,16.242372,16.2004
ENSG00000014138.9,POLA2,16.1465163,15.801858,15.287871,26.13922,25.728974,18.441971
ENSG00000014914.21,MTMR11,26.5657446,27.554951,37.7756853,11.803745,11.6845123,16.9765802
ENSG00000015532.9,XYLT2,24.085575,24.066348,34.06416737,12.766304,13.356511,16.924454
ENSG00000015676.18,NUDCD3,38.688784,50.817933,45.123349,15.042445,17.028549,16.396235
ENSG00000016391.11,CHDH,2.4451927,3.26428,2.279274,5.32991,5.41523,4.781361
ENSG00000018280.17,SLC11A1,1.283902429,2.009525328,1.682684128,0.3889138,0.433451528,0.730878726
ENSG00000019102.12,VSIG2,0.0956156,0.0980085,0.138854,2.037973,0.703141,0.664865
ENSG00000019144.19,PHLDB1,15.715786,17.8636007,22.047286,8.2313166,7.2250126,10.7626399
ENSG00000020181.17,ADGRA2,0.540106,0.918452,0.5988278,0.945772,1.421857,0.8180901
ENSG00000020426.11,MNAT1,107.38096,102.865965,79.156219,53.09721,45.025208,51.748005
ENSG00000020577.13,SAMD4A,12.7229171,15.482204,11.407142,2.8537541,2.9529167,2.6002257
ENSG00000020922.12,MRE11,7.998984,8.274774,9.391764,13.034613,12.818976,14.096961
ENSG00000021300.14,PLEKHB1,27.705338,23.77738616,31.04506626,10.01027619,10.86490702,13.19546564
ENSG00000021762.20,OSBPL5,11.9840243,13.8216008,15.040064,3.0490916,4.127412,3.5046016
ENSG00000021776.11,AQR,9.24236,9.016849,7.082971,13.997236,10.96308162,10.874153
ENSG00000022277.12,RTF2,99.322376,98.821608,100.527399,139.2489328,136.547833,133.917292
ENSG00000022840.16,RNF10,90.5986176,99.712732,98.110967,138.557146,125.314428,133.971203
ENSG00000023330.15,ALAS1,13.133854,13.707382,19.47643,24.62192,24.83523,24.962748
ENSG00000023892.11,DEF6,1.228162,0.864354,1.18494,3.01913,2.9872,3.175062
ENSG00000024422.12,EHD2,7.276013722,5.994249,3.305540002,1.975887,1.38967,2.559583
ENSG00000024526.17,DEPDC1,2.1505561,2.2219771,1.747716,8.783481,7.37308,7.252013
ENSG00000025039.14,RRAGD,32.925242,26.6177774,31.5955,13.42508,12.30637,14.90404
ENSG00000025772.8,TOMM34,47.1386,55.0872,46.6313,19.0845,21.1106,20.7823
ENSG00000025800.14,KPNA6,11.5597139,14.86693,12.0478254,22.115089,17.022858,20.5318094
ENSG00000026025.16,VIM,22.628822,21.957514,17.2056275,3.15216954,3.3156727,2.85413
ENSG00000026103.22,FAS,3.3513115,4.11947211,4.5565853,11.034955,8.0921065,10.7690435
ENSG00000026297.15,RNASET2,38.66594,40.631571,52.311362,62.8545428,71.429194,65.791917
ENSG00000026508.18,CD44,9.7241584,11.0882893,22.100996,22.567526,29.0225395,55.83129
ENSG00000028839.10,TBPL1,19.341342,11.649124,18.639567,35.725602,44.95876,43.301674
ENSG00000029153.14,ARNTL2,8.875676,7.128813,5.591012,11.298024,9.71188,8.5909285
ENSG00000029364.12,SLC39A9,40.175329,43.855766,40.483958,21.498505,19.6154857,19.68372
ENSG00000029559.7,IBSP,0.91785,1.34371,0.34921,0.159667,0.060959,0.0541071
ENSG00000029993.15,HMGB3,226.0070481,225.627,180.5465005,325.6769,322.0964023,254.5599335
ENSG00000030110.13,BAK1,76.08456,92.71226,76.37286,32.02479,29.68343,31.797779
ENSG00000030419.16,IKZF2,8.41622706,10.538964,9.325525,5.015334,5.7450929,4.007350988
ENSG00000030582.18,GRN,87.478336,84.693148,128.044619,141.441339,152.82365,187.316233
ENSG00000031691.7,CENPQ,7.57945,6.93361,6.89094,19.9556,20.4785,20.0579
ENSG00000032742.17,IFT88,30.934165,30.176482,25.534681,9.021748,8.966325,10.4210005
ENSG00000033030.13,ZCCHC8,16.888539,16.6596977,19.16588,22.5323169,24.0830073,23.800282
ENSG00000033170.16,FUT8,74.602606,70.827481,67.605958,100.874806,90.77128,91.273084
ENSG00000033627.16,ATP6V0A1,24.013375,26.5674568,25.167719,8.5227151,10.07199,11.777083
ENSG00000033800.13,PIAS1,16.405738,16.248823,16.076436,25.506753,17.4520915,21.824512
ENSG00000033867.16,SLC4A7,37.654435,43.7289961,31.33166384,20.03120608,16.27688526,22.3538057
ENSG00000035403.17,VCL,13.2158684,14.0441,15.1384219,28.7424766,22.3534233,24.4093898
ENSG00000035499.13,DEPDC1B,8.283909,8.966482,6.444703,30.846774,30.965579,22.833332
ENSG00000035862.12,TIMP2,79.672238,93.068442,77.76945,22.067341,22.983619,24.835586
ENSG00000037241.7,RPL26L1,130.91142,144.454493,115.23764,50.374195,53.203649,53.05327
ENSG00000037280.16,FLT4,0.368776,0.1784537,0.70829348,1.1645948,2.1646633,1.4650633
ENSG00000037637.11,FBXO42,10.596091,12.5937397,14.8381273,5.1784092,6.0239609,5.3029001
ENSG00000037749.12,MFAP3,19.5037117,13.5873062,14.425603,23.4363417,18.884277,28.81174068
ENSG00000037897.17,METTL1,13.67188,14.602329,10.769685,27.985224,33.694343,26.939209
ENSG00000038210.13,PI4K2B,10.0707,8.15243,10.1625,20.8877,20.4931,19.5359
ENSG00000038427.16,VCAN,3.4374812,3.025015013,5.639277652,0.7193649,0.918979601,0.7561446
ENSG00000039139.9,DNAH5,2.168013,1.969614,1.92141482,1.149877003,0.6150389,0.924303
ENSG00000039560.14,RAI14,4.04965905,3.550471,10.2237203,12.003264,10.567932,31.50742739
ENSG00000040275.17,SPDL1,13.5039976,11.390816,11.20250984,43.420214,40.237451,40.637631
ENSG00000040487.13,PQLC2,20.318025,22.174639,28.107842,8.600237,11.849412,9.720389
ENSG00000040531.14,CTNS,11.871919,12.059687,17.628797,5.946092,5.979973,8.338614
ENSG00000040608.14,RTN4R,4.2349365,3.45191,4.67211,7.182988,8.29055,5.746898
ENSG00000041353.10,RAB27B,12.084709,11.8694,5.816334,26.95705,18.188653,12.27824
ENSG00000041802.11,LSG1,29.136683,32.114038,31.078966,43.959846,39.014157,37.338387
ENSG00000042062.12,RIPOR3,6.910132,9.835927,6.29732,2.880208,3.780882,5.102378
ENSG00000042286.15,AIFM2,3.7397097,4.290272,7.640278,8.634192,8.7079973,10.8178874
ENSG00000042317.17,SPATA7,25.330452,25.143084,22.58361681,13.54501241,13.721796,11.8396441
ENSG00000042493.16,CAPG,9.205624,7.720712,8.815385,28.72897,30.966427,22.427354
ENSG00000043143.20,JADE2,20.680152,18.444948,32.03329023,37.698454,35.34297913,39.24014486
ENSG00000044090.8,CUL7,38.862457,46.86253,44.2837,10.98512,11.69047,10.456282
ENSG00000044459.15,CNTLN,0.38325102,0.5303622,0.2745178,1.136408,0.8034569,0.6764369
ENSG00000044524.11,EPHA3,0.581268,0.5994443,0.380564,0.0307236,0.0293213,0.0323893
ENSG00000046647.13,GEMIN8,25.946507,21.08046,23.03899,8.215858,10.08651,9.397202
ENSG00000047346.12,FAM214A,105.103691,111.212665,124.3671363,60.81079,56.406158,70.933024
ENSG00000047634.15,SCML1,10.895785,10.19887,9.542637,16.377512,13.3607957,14.650178
ENSG00000048028.11,USP28,6.407525,5.778559,8.590833638,13.971554,11.59351,15.196189
ENSG00000048052.21,HDAC9,7.6281904,7.72796874,4.7489535,0.0616994,0.0910839,0.0903178
ENSG00000048140.18,TSPAN17,55.663256,60.322009,74.04945,29.895782,35.374823,34.0110686
ENSG00000048162.20,NOP16,37.069528,42.355377,45.563384,62.092055,74.475978,60.488527
ENSG00000048392.11,RRM2B,41.413839,44.158697,35.51124,78.997488,60.786406,71.70023
ENSG00000048540.15,LMO3,3.367358008,2.728775679,5.6570562,0.3949828,0.187417501,0.3492082
ENSG00000048991.16,R3HDM1,16.883793,12.25777102,14.24220223,39.29955355,29.906564,35.4222063
ENSG00000049089.15,COL9A2,3.94236,7.26492,3.80808,1.1104645,1.432593,0.7902642
ENSG00000049192.15,ADAMTS6,1.606681,2.73949202,1.345934,0.2369776,0.7002882,0.6869873
ENSG00000049239.12,H6PD,7.146684,7.4981609,6.943566,3.787599,3.17158,3.542388
ENSG00000049246.14,PER3,1.666931077,1.18624761,1.71376,2.579011901,2.3539506,2.58682279
ENSG00000049323.16,LTBP1,40.28852138,46.989405,41.850687,9.512203,9.997261488,9.416077
ENSG00000050344.9,NFE2L3,8.1089,4.11673,7.468602,11.76255,10.33395,13.58052
ENSG00000050628.20,PTGER3,1.3577662,1.431833,0.961288,0.2043123,0.371803,0.370513
ENSG00000050820.17,BCAR1,93.22869245,115.2290192,130.243243,36.110341,40.6227627,50.06914793
ENSG00000051128.19,HOMER3,95.593996,109.495668,168.3489924,50.925817,57.9413034,73.774658
ENSG00000051180.17,RAD51,8.708335,6.43332,8.9156016,23.38432,29.156649,22.8304057
ENSG00000051341.14,POLQ,3.520574,2.8573263,3.021592,11.246594,11.299966,9.761956
ENSG00000051382.8,PIK3CB,35.445683,30.056982,30.142716,61.810651,54.709977,53.99753385
ENSG00000051523.11,CYBA,1833.893174,1835.37696,3198.50041,1006.72948,1165.608746,1483.86391
ENSG00000051596.9,THOC3,67.951594,76.3834626,76.944108,101.908867,112.694688,86.7106162
ENSG00000052344.16,PRSS8,333.481947,387.312718,538.77243,163.415779,172.453226,231.897969
ENSG00000052795.13,FNIP2,8.3478674,9.3594366,9.8777726,4.1142504,2.520892,4.2326276
ENSG00000053108.17,FSTL4,13.026768,12.777818,4.7752868,5.6021472,5.1343029,2.7512241
ENSG00000053254.15,FOXN3,9.1675595,10.7073074,8.5226213,11.6182894,13.072236,12.694886
ENSG00000053372.5,MRTO4,24.959054,29.687083,21.841314,38.518485,43.787486,33.363386
ENSG00000053438.10,NNAT,0.753339,0.4199059,1.76662,2.757506,2.620704,2.093976
ENSG00000053747.16,LAMA3,0.770449,1.1310285,1.495575327,6.262980307,4.4497911,2.9344288
ENSG00000054282.16,SDCCAG8,9.580973011,9.441636,8.106474015,2.856288064,2.166783,3.0770462
ENSG00000054392.13,HHAT,1.751917,1.9534522,1.52617243,0.503647,0.69716012,0.502257
ENSG00000054654.16,SYNE2,29.01764173,29.85571177,25.34686754,9.741831404,10.3931212,9.8480418
ENSG00000054690.13,PLEKHH1,14.999842,15.4983789,15.790638,7.804326222,7.0653672,6.754486995
ENSG00000054983.17,GALC,73.8418177,86.7264122,69.4199741,44.338439,36.93482,36.656916
ENSG00000055044.11,NOP58,93.764938,95.64609,99.650325,147.7155134,153.0721179,135.026238
ENSG00000055118.14,KCNH2,3.7873381,3.8588911,5.660755,7.972323,8.1033843,8.74857
ENSG00000055208.19,TAB2,36.825943,32.236905,31.59336604,50.434305,52.123246,46.8877509
ENSG00000055483.19,USP36,18.6987283,23.989985,23.88888,31.18626389,26.141415,30.2144075
ENSG00000055732.13,MCOLN3,4.21831,4.641993,4.1260724,1.74727,1.529294555,1.6992078
ENSG00000055813.6,CCDC85A,10.9858,13.6121,5.31134,1.35843,0.881585,0.458536
ENSG00000055917.15,PUM2,41.184075,37.786508,39.120246,77.47273,61.065055,70.796405
ENSG00000056736.10,IL17RB,3.583313,3.169532,2.522394,5.638648,5.154729,6.212187
ENSG00000057252.13,SOAT1,16.16693,12.82421,17.2601372,22.01674,20.82822,22.5644393
ENSG00000057663.16,ATG5,20.01173026,18.78439827,14.20322689,28.32051416,28.36490519,23.877485
ENSG00000058091.17,CDK14,3.9340861,3.36833,5.0421659,0.954265,0.815647,1.0882764
ENSG00000058272.19,PPP1R12A,38.589733,35.82245,32.9130146,63.649621,54.706234,59.801684
ENSG00000058404.20,CAMK2B,5.4087225,3.335492,3.0394669,1.7750501,1.7031059,1.189704082
ENSG00000058729.11,RIOK2,14.203331,10.360729,12.19647,20.511345,17.732011,15.036683
ENSG00000058804.12,NDC1,5.44578,4.99252,4.50725,14.90942,14.95499,14.20244
ENSG00000059573.9,ALDH18A1,99.805911,109.92157,103.26276,60.240355,56.139809,59.261563
ENSG00000059588.10,TARBP1,8.02907,5.84306,5.885094,10.391001,11.741118,14.791028
ENSG00000059728.11,MXD1,13.01235,13.065366,16.917076,17.5154,14.650524,27.019393
ENSG00000059915.17,PSD,10.878477,12.800158,10.499839,4.71651,6.021071191,4.943737108
ENSG00000060138.13,YBX3,52.975253,55.490338,62.584358,129.519913,136.40237,131.531021
ENSG00000060491.16,OGFR,77.884797,82.841209,185.4158,15.478605,16.115764,24.534809
ENSG00000060642.10,PIGV,10.427052,10.770748,8.543227,2.792043,3.993960504,4.969019
ENSG00000060656.20,PTPRU,6.5572963,5.930615,10.0985763,20.294425,22.39025218,16.959855
ENSG00000060749.15,QSER1,11.1222671,9.09535,9.370788,19.7662126,14.477965,18.844282
ENSG00000061455.11,PRDM6,2.183169,6.49942,1.89473,1.245188,1.577255,1.816914
ENSG00000061794.13,MRPS35,61.366812,59.88705,52.147217,81.355549,76.596597,68.94921
ENSG00000062038.14,CDH3,67.558679,75.544453,100.211914,27.235133,30.625235,43.700227
ENSG00000062282.15,DGAT2,2.217352463,2.009163739,3.6774366,8.1700348,8.6645625,13.0560965
ENSG00000062582.14,MRPS24,114.778572,114.8818907,101.010957,154.551717,185.36494,145.176584
ENSG00000062822.13,POLD1,18.326458,17.76732022,31.45697639,35.6348963,44.33850265,38.1257272
ENSG00000063127.15,SLC6A16,3.788237,7.156898801,8.482411,1.026337,1.372168,2.855998
ENSG00000063177.13,RPL18,1270.447618,1241.699017,1420.467845,2160.319654,2402.740467,2429.311497
ENSG00000063180.9,CA11,4.15838,1.537328,3.70424,9.701011,8.46976,10.219527
ENSG00000063245.14,EPN1,93.349314,113.481609,123.450248,34.302938,34.563578,33.135249
ENSG00000063322.14,MED29,29.559194,35.038658,33.464297,14.817282,14.0516002,13.52297
ENSG00000063438.17,AHRR,2.848825,5.370466,3.211419,0.717469154,0.601974375,1.756327
ENSG00000064012.21,CASP8,45.358029,46.625934,52.486922,20.040056,19.774787,26.86627
ENSG00000064042.18,LIMCH1,1.9579158,1.8429219,3.0210927,3.6099942,4.12858582,3.2284493
ENSG00000064115.11,TM7SF3,144.52397,149.760293,88.63654,243.729198,223.131522,152.601083
ENSG00000064195.7,DLX3,1.74447,1.18278,1.317158,6.62189,6.565964,4.056466
ENSG00000064199.6,SPA17,21.179569,20.446004,18.460469,6.993959,8.577878,7.204666
ENSG00000064201.15,TSPAN32,1.0406875,0.732663024,0.500058,0.0410009,0.1248358,0.1395723
ENSG00000064270.12,ATP2C2,19.495716,20.5968872,31.9820068,30.767954,28.348555,35.454048
ENSG00000064300.9,NGFR,0.0817187,0.125578,0.171543,0.505642,0.761962,0.966118
ENSG00000064313.12,TAF2,9.272953,9.982826,11.099316,16.374339,16.258701,15.388294
ENSG00000064489.22,BORCS8-MEF2B,3.128151,3.068003,4.6095,0.898296,1.356431,1.194343
ENSG00000064601.18,CTSA,149.986871,155.228231,198.189811,83.072612,88.8271844,107.194687
ENSG00000064607.17,SUGP2,47.09289,55.214818,57.48216,24.982891,25.3781386,25.160323
ENSG00000064652.11,SNX24,28.568557,29.048133,27.264111,39.793539,38.592202,38.476563
ENSG00000064666.15,CNN2,7.5694307,10.317838,15.351202,17.4031733,20.58005,24.57285
ENSG00000064703.12,DDX20,11.316737,9.838726,13.902671,22.160652,19.046324,22.410787
ENSG00000064787.13,BCAS1,9.49572,10.25772,7.6460163,16.438652,18.368754,16.462816
ENSG00000064995.17,TAF11,76.07958,80.80946,65.64226,39.907923,41.95358,39.72045
ENSG00000065029.15,ZNF76,20.147382,23.117512,27.80967455,8.31128,6.9521045,9.820764
ENSG00000065057.8,NTHL1,12.88261594,15.163861,20.343933,38.085459,48.927578,45.171587
ENSG00000065150.19,IPO5,25.528359,25.095702,22.41377,40.011551,40.767924,37.735226
ENSG00000065154.11,OAT,29.299185,24.351451,28.092413,41.567025,38.584527,44.2838623
ENSG00000065320.9,NTN1,8.306384,8.351478,7.047808,3.143096,3.509097,2.8594764
ENSG00000065325.13,GLP2R,0.1674137,0.17182396,0.1026783,0.3200678,0.3059246,0.6950401
ENSG00000065328.16,MCM10,5.192034,3.35282,5.4316029,14.944424,15.59785,14.9593338
ENSG00000065526.11,SPEN,7.151366,6.250574,9.904808,19.453701,18.949702,16.9703291
ENSG00000065534.18,MYLK,1.564058,1.40163467,1.0755238,1.3323964,2.235694508,2.9456709
ENSG00000065613.14,SLK,11.55927,11.430728,11.224705,16.82572,13.41966,14.76493
ENSG00000065615.14,CYB5R4,10.88507,9.12199,9.50214,13.07738,13.58473,12.29827
ENSG00000065621.15,GSTO2,14.363171,11.493494,11.374805,22.5370069,20.551195,17.216125
ENSG00000065923.10,SLC9A7,35.87392,35.32567,31.10379884,11.299053,9.057180429,11.500356
ENSG00000065970.9,FOXJ2,2.7094,2.747006,2.0378002,6.496369,6.041552,6.108878
ENSG00000065978.19,YBX1,373.1142,403.3136,345.4666,527.1554,538.9112,450.2501
ENSG00000065989.16,AC011529.1,0.6465864,0.562756,0.966589,1.5324429,1.6563434,1.7434226
ENSG00000066136.20,NFYC,20.078367,20.11691913,21.08318279,38.515774,39.1585537,32.11122461
ENSG00000066230.11,SLC9A3,89.8811,103.1944,108.207258,15.41396,17.22663,19.38468
ENSG00000066248.15,NGEF,16.673769,16.535692,21.70644801,7.132553,9.33357,13.154014
ENSG00000066279.18,ASPM,6.39872,5.494411,3.179943,15.2117,12.24613,11.295861
ENSG00000066379.15,ZNRD1,11.48065548,4.3425647,13.40674,18.9964622,14.96682,13.048678
ENSG00000066382.16,MPPED2,0.2180367,0.5240459,0.9773062,3.93279,2.750129,1.4754264
ENSG00000066427.22,ATXN3,37.45683491,39.80798887,37.00855459,53.95325119,41.43691367,58.454842
ENSG00000066468.22,FGFR2,3.880876,3.4276337,2.366474086,1.3729243,1.001185,1.6809709
ENSG00000066557.6,LRRC40,3.67058,2.77364,2.94459,9.81274,8.35906,8.71364
ENSG00000066735.14,KIF26A,1.835608,1.838418,1.896281,4.184017,5.33174,3.80638
ENSG00000066827.16,ZFAT,5.924840036,6.749495231,6.390591749,3.458212,3.879025,2.990061
ENSG00000067113.17,PLPP1,11.565146,12.367123,19.371092,20.439161,19.456059,28.248764
ENSG00000067182.7,TNFRSF1A,46.33055,51.476025,85.130563,96.92187,106.609681,94.912049
ENSG00000067225.18,PKM,1121.507621,1221.417753,1327.259131,1690.675489,1607.91161,1663.383269
ENSG00000067369.13,TP53BP1,26.771697,24.866321,28.89155,14.214688,11.3687302,15.8245415
ENSG00000067533.6,RRP15,22.06828,25.00036,18.21115,30.47295,33.548,28.84566
ENSG00000067601.8,PMS2P4,11.621773,11.977349,10.8,6.415296,4.489942,5.785237
ENSG00000067606.17,PRKCZ,47.394655,49.941906,53.4478289,18.060836,20.570225,18.8789852
ENSG00000067955.14,CBFB,34.778551,39.3353644,40.44832,62.380561,52.159574,52.5414389
ENSG00000068024.16,HDAC4,6.467629,5.0174709,8.285394,11.7565677,8.4654547,12.329329
ENSG00000068323.17,TFE3,52.296695,60.223804,76.02006,27.505065,26.520211,35.526059
ENSG00000068383.19,INPP5A,30.054675,38.38628,26.709536,14.725164,14.143704,11.004698
ENSG00000068400.13,GRIPAP1,51.469808,68.837863,83.946042,20.498261,26.733637,30.36145947
ENSG00000068489.12,PRR11,9.691930013,8.004544253,5.438678013,75.22827548,70.33590338,53.3108378
ENSG00000068697.7,LAPTM4A,415.623694,415.535676,497.179067,615.944299,577.00735,623.772218
